,year,week,indicator,inc,inc_low,inc_up,inc100,inc100_low,inc100_up,geo_insee,geo_name
880,2016,11,3,7548,5448,9648,260,188,332,27,BOURGOGNE-FRANCHE-COMTE
881,2016,11,3,39026,33893,44159,490,425,555,84,AUVERGNE-RHONE-ALPES
882,2016,11,3,32896,25389,40403,547,422,672,75,NOUVELLE-AQUITAINE
883,2016,11,3,28208,22859,33557,497,403,591,44,GRAND EST
884,2016,10,3,21149,15857,26441,420,315,525,93,PROVENCE-ALPES-COTE-D-AZUR
885,2016,10,3,21810,14963,28657,579,397,761,52,PAYS-DE-LA-LOIRE
886,2016,10,3,19691,15025,24357,576,439,713,28,NORMANDIE
887,2016,10,3,36833,29593,44073,604,485,723,32,HAUTS-DE-FRANCE
888,2016,10,3,12251,8781,15721,210,150,270,76,OCCITANIE
889,2016,10,3,36193,28924,43462,299,239,359,11,ILE-DE-FRANCE
890,2016,10,3,371,176,566,114,54,174,94,CORSE
891,2016,10,3,14368,12071,16665,544,457,631,24,CENTRE-VAL-DE-LOIRE
892,2016,10,3,10300,7273,13327,306,216,396,53,BRETAGNE
893,2016,10,3,4164,2519,5809,143,86,200,27,BOURGOGNE-FRANCHE-COMTE
894,2016,10,3,32569,28288,36850,409,355,463,84,AUVERGNE-RHONE-ALPES
895,2016,10,3,20246,14591,25901,337,243,431,75,NOUVELLE-AQUITAINE
896,2016,10,3,20848,16701,24995,367,294,440,44,GRAND EST
897,2016,09,3,21988,16922,27054,436,335,537,93,PROVENCE-ALPES-COTE-D-AZUR
898,2016,09,3,19875,14295,25455,528,380,676,52,PAYS-DE-LA-LOIRE
899,2016,09,3,12246,7830,16662,358,229,487,28,NORMANDIE
900,2016,09,3,30962,25717,36207,507,421,593,32,HAUTS-DE-FRANCE
901,2016,09,3,13253,9756,16750,227,167,287,76,OCCITANIE
902,2016,09,3,40917,31598,50236,338,261,415,11,ILE-DE-FRANCE
903,2016,09,3,239,68,410,73,21,125,94,CORSE
904,2016,09,3,9895,7943,11847,375,301,449,24,CENTRE-VAL-DE-LOIRE
905,2016,09,3,8951,6269,11633,266,186,346,53,BRETAGNE
906,2016,09,3,2945,1567,4323,101,54,148,27,BOURGOGNE-FRANCHE-COMTE
907,2016,09,3,27271,23357,31185,343,294,392,84,AUVERGNE-RHONE-ALPES
908,2016,09,3,13271,8522,18020,221,142,300,75,NOUVELLE-AQUITAINE
909,2016,09,3,18614,14654,22574,328,258,398,44,GRAND EST
910,2016,08,3,15608,11171,20045,310,222,398,93,PROVENCE-ALPES-COTE-D-AZUR
911,2016,08,3,10146,6287,14005,269,167,371,52,PAYS-DE-LA-LOIRE
912,2016,08,3,6269,3514,9024,184,103,265,28,NORMANDIE
913,2016,08,3,15155,11375,18935,248,186,310,32,HAUTS-DE-FRANCE
914,2016,08,3,16794,13042,20546,288,224,352,76,OCCITANIE
915,2016,08,3,49872,40279,59465,412,333,491,11,ILE-DE-FRANCE
916,2016,08,3,588,353,823,181,109,253,94,CORSE
917,2016,08,3,5414,4037,6791,205,153,257,24,CENTRE-VAL-DE-LOIRE
918,2016,08,3,8980,5958,12002,267,177,357,53,BRETAGNE
919,2016,08,3,4336,2596,6076,149,89,209,27,BOURGOGNE-FRANCHE-COMTE
920,2016,08,3,35531,30595,40467,447,385,509,84,AUVERGNE-RHONE-ALPES
921,2016,08,3,7725,4080,11370,129,68,190,75,NOUVELLE-AQUITAINE
922,2016,08,3,9357,6526,12188,165,115,215,44,GRAND EST
923,2016,07,3,18153,12053,24253,360,239,481,93,PROVENCE-ALPES-COTE-D-AZUR
924,2016,07,3,9972,5492,14452,265,146,384,52,PAYS-DE-LA-LOIRE
925,2016,07,3,5476,2996,7956,160,87,233,28,NORMANDIE
926,2016,07,3,10549,7174,13924,173,118,228,32,HAUTS-DE-FRANCE
927,2016,07,3,21539,17292,25786,370,297,443,76,OCCITANIE
928,2016,07,3,50486,41968,59004,417,347,487,11,ILE-DE-FRANCE
929,2016,07,3,706,460,952,217,141,293,94,CORSE
930,2016,07,3,4089,2838,5340,155,108,202,24,CENTRE-VAL-DE-LOIRE
931,2016,07,3,6938,4328,9548,206,128,284,53,BRETAGNE
932,2016,07,3,3965,2581,5349,136,88,184,27,BOURGOGNE-FRANCHE-COMTE
933,2016,07,3,51047,45062,57032,642,567,717,84,AUVERGNE-RHONE-ALPES
934,2016,07,3,5082,2099,8065,85,35,135,75,NOUVELLE-AQUITAINE
935,2016,07,3,9533,6409,12657,168,113,223,44,GRAND EST
936,2016,06,3,14718,10441,18995,292,207,377,93,PROVENCE-ALPES-COTE-D-AZUR
937,2016,06,3,5160,2393,7927,137,64,210,52,PAYS-DE-LA-LOIRE
938,2016,06,3,7219,4377,10061,211,128,294,28,NORMANDIE
939,2016,06,3,9226,5990,12462,151,98,204,32,HAUTS-DE-FRANCE
940,2016,06,3,22337,18073,26601,383,310,456,76,OCCITANIE
941,2016,06,3,48840,40500,57180,403,334,472,11,ILE-DE-FRANCE
942,2016,06,3,1064,748,1380,327,230,424,94,CORSE
943,2016,06,3,5482,3583,7381,208,136,280,24,CENTRE-VAL-DE-LOIRE
944,2016,06,3,11641,7037,16245,346,209,483,53,BRETAGNE
945,2016,06,3,4247,2743,5751,146,94,198,27,BOURGOGNE-FRANCHE-COMTE
946,2016,06,3,45987,40677,51297,578,511,645,84,AUVERGNE-RHONE-ALPES
947,2016,06,3,4916,1702,8130,82,29,135,75,NOUVELLE-AQUITAINE
948,2016,06,3,11700,8067,15333,206,142,270,44,GRAND EST
949,2016,05,3,20065,14790,25340,398,293,503,93,PROVENCE-ALPES-COTE-D-AZUR
950,2016,05,3,10621,5708,15534,282,152,412,52,PAYS-DE-LA-LOIRE
951,2016,05,3,7091,4095,10087,208,120,296,28,NORMANDIE
952,2016,05,3,11112,7706,14518,182,126,238,32,HAUTS-DE-FRANCE
953,2016,05,3,17877,14069,21685,307,242,372,76,OCCITANIE
954,2016,05,3,39824,32071,47577,329,265,393,11,ILE-DE-FRANCE
955,2016,05,3,668,429,907,205,132,278,94,CORSE
956,2016,05,3,6704,4434,8974,254,168,340,24,CENTRE-VAL-DE-LOIRE
957,2016,05,3,13829,10109,17549,411,300,522,53,BRETAGNE
958,2016,05,3,4414,2751,6077,152,95,209,27,BOURGOGNE-FRANCHE-COMTE
959,2016,05,3,40392,35191,45593,508,443,573,84,AUVERGNE-RHONE-ALPES
960,2016,05,3,5869,3034,8704,98,51,145,75,NOUVELLE-AQUITAINE
961,2016,05,3,8775,6064,11486,154,106,202,44,GRAND EST
962,2016,04,3,22162,16540,27784,440,328,552,93,PROVENCE-ALPES-COTE-D-AZUR
963,2016,04,3,4255,2218,6292,113,59,167,52,PAYS-DE-LA-LOIRE
964,2016,04,3,6416,3711,9121,188,109,267,28,NORMANDIE
965,2016,04,3,10199,7059,13339,167,116,218,32,HAUTS-DE-FRANCE
966,2016,04,3,14473,10656,18290,248,182,314,76,OCCITANIE
967,2016,04,3,28163,21310,35016,232,175,289,11,ILE-DE-FRANCE
968,2016,04,3,492,306,678,151,94,208,94,CORSE
969,2016,04,3,3972,2247,5697,150,85,215,24,CENTRE-VAL-DE-LOIRE
970,2016,04,3,14947,11291,18603,445,336,554,53,BRETAGNE
971,2016,04,3,2485,1359,3611,85,46,124,27,BOURGOGNE-FRANCHE-COMTE
972,2016,04,3,23571,19734,27408,296,248,344,84,AUVERGNE-RHONE-ALPES
973,2016,04,3,4139,2184,6094,69,36,102,75,NOUVELLE-AQUITAINE
974,2016,04,3,10154,7455,12853,179,131,227,44,GRAND EST
975,2016,03,3,12404,7892,16916,246,156,336,93,PROVENCE-ALPES-COTE-D-AZUR
976,2016,03,3,2832,1025,4639,75,27,123,52,PAYS-DE-LA-LOIRE
977,2016,03,3,2713,1107,4319,79,32,126,28,NORMANDIE
978,2016,03,3,5498,3332,7664,90,54,126,32,HAUTS-DE-FRANCE
979,2016,03,3,7775,5386,10164,133,92,174,76,OCCITANIE
980,2016,03,3,14715,9870,19560,121,81,161,11,ILE-DE-FRANCE
981,2016,03,3,328,168,488,101,52,150,94,CORSE
982,2016,03,3,1371,559,2183,52,21,83,24,CENTRE-VAL-DE-LOIRE
983,2016,03,3,6318,3725,8911,188,111,265,53,BRETAGNE
984,2016,03,3,2155,1068,3242,74,37,111,27,BOURGOGNE-FRANCHE-COMTE
985,2016,03,3,11794,9172,14416,148,115,181,84,AUVERGNE-RHONE-ALPES
986,2016,03,3,1106,0,2248,18,0,37,75,NOUVELLE-AQUITAINE
987,2016,03,3,3403,1707,5099,60,30,90,44,GRAND EST
988,2016,02,3,7453,4241,10665,148,84,212,93,PROVENCE-ALPES-COTE-D-AZUR
989,2016,02,3,3881,448,7314,103,12,194,52,PAYS-DE-LA-LOIRE
990,2016,02,3,891,99,1683,26,3,49,28,NORMANDIE
991,2016,02,3,3452,1476,5428,57,25,89,32,HAUTS-DE-FRANCE
992,2016,02,3,3791,2192,5390,65,38,92,76,OCCITANIE
993,2016,02,3,8450,3841,13059,70,32,108,11,ILE-DE-FRANCE
994,2016,02,3,283,128,438,87,39,135,94,CORSE
995,2016,02,3,1137,309,1965,43,12,74,24,CENTRE-VAL-DE-LOIRE
996,2016,02,3,4390,2411,6369,131,72,190,53,BRETAGNE
997,2016,02,3,959,206,1712,33,7,59,27,BOURGOGNE-FRANCHE-COMTE
998,2016,02,3,7280,5165,9395,91,64,118,84,AUVERGNE-RHONE-ALPES
999,2016,02,3,2580,448,4712,43,8,78,75,NOUVELLE-AQUITAINE
1000,2016,02,3,1818,553,3083,32,10,54,44,GRAND EST
1001,2016,01,3,4961,2665,7257,98,52,144,93,PROVENCE-ALPES-COTE-D-AZUR
1002,2016,01,3,2038,77,3999,54,2,106,52,PAYS-DE-LA-LOIRE
1003,2016,01,3,1401,47,2755,41,1,81,28,NORMANDIE
1004,2016,01,3,3507,1543,5471,57,25,89,32,HAUTS-DE-FRANCE
1005,2016,01,3,3294,1791,4797,57,31,83,76,OCCITANIE
1006,2016,01,3,11926,7190,16662,98,59,137,11,ILE-DE-FRANCE
1007,2016,01,3,241,79,403,74,24,124,94,CORSE
1008,2016,01,3,1414,603,2225,54,23,85,24,CENTRE-VAL-DE-LOIRE
1009,2016,01,3,2364,720,4008,70,21,119,53,BRETAGNE
1010,2016,01,3,473,0,967,16,0,33,27,BOURGOGNE-FRANCHE-COMTE
1011,2016,01,3,4610,2816,6404,58,35,81,84,AUVERGNE-RHONE-ALPES
1012,2016,01,3,2292,354,4230,38,6,70,75,NOUVELLE-AQUITAINE
1013,2016,01,3,3452,1589,5315,61,28,94,44,GRAND EST
1014,2015,53,3,1578,111,3045,32,3,61,93,PROVENCE-ALPES-COTE-D-AZUR
1015,2015,53,3,455,0,1198,12,0,32,52,PAYS-DE-LA-LOIRE
1016,2015,53,3,772,0,2197,23,0,65,28,NORMANDIE
1017,2015,53,3,4652,1961,7343,77,33,121,32,HAUTS-DE-FRANCE
1018,2015,53,3,2738,60,5416,48,1,95,76,OCCITANIE
1019,2015,53,3,1363,0,2891,11,0,24,11,ILE-DE-FRANCE
1020,2015,53,3,481,191,771,150,59,241,94,CORSE
1021,2015,53,3,1126,258,1994,43,10,76,24,CENTRE-VAL-DE-LOIRE
1022,2015,53,3,2682,1019,4345,81,31,131,53,BRETAGNE
1023,2015,53,3,474,0,1145,16,0,39,27,BOURGOGNE-FRANCHE-COMTE
1024,2015,53,3,3342,1618,5066,43,21,65,84,AUVERGNE-RHONE-ALPES
1025,2015,53,3,1751,9,3493,29,0,58,75,NOUVELLE-AQUITAINE
1026,2015,53,3,2870,906,4834,51,16,86,44,GRAND EST
1027,2015,52,3,723,0,1794,14,0,35,93,PROVENCE-ALPES-COTE-D-AZUR
1028,2015,52,3,753,0,2192,20,0,59,52,PAYS-DE-LA-LOIRE
1029,2015,52,3,212,0,561,6,0,16,28,NORMANDIE
1030,2015,52,3,2235,527,3943,37,9,65,32,HAUTS-DE-FRANCE
1031,2015,52,3,2272,699,3845,40,12,68,76,OCCITANIE
1032,2015,52,3,1521,168,2874,13,2,24,11,ILE-DE-FRANCE
1033,2015,52,3,260,40,480,81,12,150,94,CORSE
1034,2015,52,3,107,0,364,4,0,14,24,CENTRE-VAL-DE-LOIRE
1035,2015,52,3,2274,0,5121,68,0,154,53,BRETAGNE
1036,2015,52,3,862,0,1876,30,0,65,27,BOURGOGNE-FRANCHE-COMTE
1037,2015,52,3,4281,1961,6601,55,25,85,84,AUVERGNE-RHONE-ALPES
1038,2015,52,3,1574,0,3286,26,0,55,75,NOUVELLE-AQUITAINE
1039,2015,52,3,808,0,1754,14,0,31,44,GRAND EST
1040,2015,51,3,2813,751,4875,56,15,97,93,PROVENCE-ALPES-COTE-D-AZUR
1041,2015,51,3,1614,0,3678,44,0,100,52,PAYS-DE-LA-LOIRE
1042,2015,51,3,3696,853,6539,109,25,193,28,NORMANDIE
1043,2015,51,3,3493,1725,5261,57,28,86,32,HAUTS-DE-FRANCE
1044,2015,51,3,2299,880,3718,40,15,65,76,OCCITANIE
1045,2015,51,3,5575,2420,8730,46,20,72,11,ILE-DE-FRANCE
1046,2015,51,3,172,31,313,54,10,98,94,CORSE
1047,2015,51,3,235,0,527,9,0,20,24,CENTRE-VAL-DE-LOIRE
1048,2015,51,3,1997,543,3451,60,16,104,53,BRETAGNE
1049,2015,51,3,629,0,1455,22,0,50,27,BOURGOGNE-FRANCHE-COMTE
1050,2015,51,3,3244,1781,4707,41,22,60,84,AUVERGNE-RHONE-ALPES
1051,2015,51,3,3616,0,7321,61,0,123,75,NOUVELLE-AQUITAINE
1052,2015,51,3,1912,477,3347,34,9,59,44,GRAND EST
1053,2015,50,3,830,0,1781,17,0,36,93,PROVENCE-ALPES-COTE-D-AZUR
1054,2015,50,3,301,0,1082,8,0,29,52,PAYS-DE-LA-LOIRE
1055,2015,50,3,1565,0,3208,46,0,94,28,NORMANDIE
1056,2015,50,3,3241,1671,4811,53,27,79,32,HAUTS-DE-FRANCE
1057,2015,50,3,1396,344,2448,24,6,42,76,OCCITANIE
1058,2015,50,3,5981,2532,9430,50,21,79,11,ILE-DE-FRANCE
1059,2015,50,3,175,48,302,55,15,95,94,CORSE
1060,2015,50,3,1467,637,2297,56,24,88,24,CENTRE-VAL-DE-LOIRE
1061,2015,50,3,1768,542,2994,53,16,90,53,BRETAGNE
1062,2015,50,3,673,0,1575,23,0,54,27,BOURGOGNE-FRANCHE-COMTE
1063,2015,50,3,3123,1513,4733,40,19,61,84,AUVERGNE-RHONE-ALPES
1064,2015,50,3,2106,35,4177,35,0,70,75,NOUVELLE-AQUITAINE
1065,2015,50,3,3509,1705,5313,62,30,94,44,GRAND EST
1066,2015,49,3,919,43,1795,18,0,36,93,PROVENCE-ALPES-COTE-D-AZUR
1067,2015,49,3,442,0,1054,12,0,29,52,PAYS-DE-LA-LOIRE
1068,2015,49,3,2433,162,4704,72,5,139,28,NORMANDIE
1069,2015,49,3,2780,1320,4240,46,22,70,32,HAUTS-DE-FRANCE
1070,2015,49,3,2342,930,3754,41,16,66,76,OCCITANIE
1071,2015,49,3,4488,479,8497,37,4,70,11,ILE-DE-FRANCE
1072,2015,49,3,108,3,213,34,1,67,94,CORSE
1073,2015,49,3,1280,534,2026,49,21,77,24,CENTRE-VAL-DE-LOIRE
1074,2015,49,3,1379,0,2926,42,0,89,53,BRETAGNE
1075,2015,49,3,512,0,1172,18,0,41,27,BOURGOGNE-FRANCHE-COMTE
1076,2015,49,3,2706,1253,4159,35,16,54,84,AUVERGNE-RHONE-ALPES
1077,2015,49,3,520,0,1422,9,0,24,75,NOUVELLE-AQUITAINE
1078,2015,49,3,2047,785,3309,36,14,58,44,GRAND EST
1079,2015,48,3,1785,509,3061,36,10,62,93,PROVENCE-ALPES-COTE-D-AZUR
1080,2015,48,3,95,0,418,3,0,12,52,PAYS-DE-LA-LOIRE
1081,2015,48,3,2648,247,5049,78,7,149,28,NORMANDIE
1082,2015,48,3,3913,2172,5654,64,35,93,32,HAUTS-DE-FRANCE
1083,2015,48,3,479,0,1271,8,0,22,76,OCCITANIE
1084,2015,48,3,3975,544,7406,33,4,62,11,ILE-DE-FRANCE
1085,2015,48,3,131,17,245,41,5,77,94,CORSE
1086,2015,48,3,486,0,981,18,0,37,24,CENTRE-VAL-DE-LOIRE
1087,2015,48,3,558,0,1450,17,0,44,53,BRETAGNE
1088,2015,48,3,169,0,481,6,0,17,27,BOURGOGNE-FRANCHE-COMTE
1089,2015,48,3,2489,1141,3837,32,15,49,84,AUVERGNE-RHONE-ALPES
1090,2015,48,3,669,0,2344,11,0,39,75,NOUVELLE-AQUITAINE
1091,2015,48,3,593,0,1233,10,0,21,44,GRAND EST
1092,2015,47,3,1729,460,2998,35,10,60,93,PROVENCE-ALPES-COTE-D-AZUR
1093,2015,47,3,531,0,1413,14,0,38,52,PAYS-DE-LA-LOIRE
1094,2015,47,3,673,0,1907,20,0,56,28,NORMANDIE
1095,2015,47,3,1937,701,3173,32,12,52,32,HAUTS-DE-FRANCE
1096,2015,47,3,1044,0,2109,18,0,37,76,OCCITANIE
1097,2015,47,3,1602,277,2927,13,2,24,11,ILE-DE-FRANCE
1098,2015,47,3,71,0,145,22,0,45,94,CORSE
1099,2015,47,3,673,92,1254,26,4,48,24,CENTRE-VAL-DE-LOIRE
1100,2015,47,3,1213,3,2423,37,1,73,53,BRETAGNE
1101,2015,47,3,216,0,592,7,0,20,27,BOURGOGNE-FRANCHE-COMTE
1102,2015,47,3,1857,637,3077,24,8,40,84,AUVERGNE-RHONE-ALPES
1103,2015,47,3,840,0,1992,14,0,33,75,NOUVELLE-AQUITAINE
1104,2015,47,3,991,28,1954,17,0,34,44,GRAND EST
1105,2015,46,3,1544,0,3181,31,0,64,93,PROVENCE-ALPES-COTE-D-AZUR
1106,2015,46,3,878,0,2011,24,0,55,52,PAYS-DE-LA-LOIRE
1107,2015,46,3,0,0,0,0,0,0,28,NORMANDIE
1108,2015,46,3,3930,1839,6021,65,31,99,32,HAUTS-DE-FRANCE
1109,2015,46,3,316,0,687,6,0,12,76,OCCITANIE
1110,2015,46,3,1334,0,3910,11,0,32,11,ILE-DE-FRANCE
1111,2015,46,3,60,0,137,19,0,43,94,CORSE
1112,2015,46,3,144,0,422,5,0,16,24,CENTRE-VAL-DE-LOIRE
1113,2015,46,3,205,0,674,6,0,20,53,BRETAGNE
1114,2015,46,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
1115,2015,46,3,1163,262,2064,15,3,27,84,AUVERGNE-RHONE-ALPES
1116,2015,46,3,995,0,2434,17,0,41,75,NOUVELLE-AQUITAINE
1117,2015,46,3,860,0,1721,15,0,30,44,GRAND EST
1118,2015,45,3,1299,0,2915,26,0,58,93,PROVENCE-ALPES-COTE-D-AZUR
1119,2015,45,3,590,0,1573,16,0,43,52,PAYS-DE-LA-LOIRE
1120,2015,45,3,166,0,522,5,0,15,28,NORMANDIE
1121,2015,45,3,2704,727,4681,45,12,78,32,HAUTS-DE-FRANCE
1122,2015,45,3,320,0,730,6,0,13,76,OCCITANIE
1123,2015,45,3,4402,309,8495,37,3,71,11,ILE-DE-FRANCE
1124,2015,45,3,102,1,203,32,0,64,94,CORSE
1125,2015,45,3,444,0,925,17,0,35,24,CENTRE-VAL-DE-LOIRE
1126,2015,45,3,521,0,1361,16,0,41,53,BRETAGNE
1127,2015,45,3,194,0,495,7,0,17,27,BOURGOGNE-FRANCHE-COMTE
1128,2015,45,3,1661,647,2675,21,8,34,84,AUVERGNE-RHONE-ALPES
1129,2015,45,3,1298,0,2730,22,0,46,75,NOUVELLE-AQUITAINE
1130,2015,45,3,388,0,1040,7,0,19,44,GRAND EST
1131,2015,44,3,1826,0,3883,37,0,78,93,PROVENCE-ALPES-COTE-D-AZUR
1132,2015,44,3,341,0,1020,9,0,27,52,PAYS-DE-LA-LOIRE
1133,2015,44,3,828,33,1623,24,1,47,28,NORMANDIE
1134,2015,44,3,2559,640,4478,42,10,74,32,HAUTS-DE-FRANCE
1135,2015,44,3,592,0,2011,10,0,35,76,OCCITANIE
1136,2015,44,3,3667,819,6515,31,7,55,11,ILE-DE-FRANCE
1137,2015,44,3,94,0,201,29,0,62,94,CORSE
1138,2015,44,3,261,0,623,10,0,24,24,CENTRE-VAL-DE-LOIRE
1139,2015,44,3,0,0,0,0,0,0,53,BRETAGNE
1140,2015,44,3,305,0,873,11,0,31,27,BOURGOGNE-FRANCHE-COMTE
1141,2015,44,3,1933,841,3025,25,11,39,84,AUVERGNE-RHONE-ALPES
1142,2015,44,3,844,0,2028,14,0,34,75,NOUVELLE-AQUITAINE
1143,2015,44,3,401,0,995,7,0,17,44,GRAND EST
1144,2015,43,3,2141,239,4043,43,5,81,93,PROVENCE-ALPES-COTE-D-AZUR
1145,2015,43,3,3340,0,8641,90,0,233,52,PAYS-DE-LA-LOIRE
1146,2015,43,3,662,0,1440,19,0,42,28,NORMANDIE
1147,2015,43,3,435,0,1174,7,0,19,32,HAUTS-DE-FRANCE
1148,2015,43,3,568,0,1339,10,0,23,76,OCCITANIE
1149,2015,43,3,4680,1795,7565,39,15,63,11,ILE-DE-FRANCE
1150,2015,43,3,100,0,210,31,0,66,94,CORSE
1151,2015,43,3,0,0,0,0,0,0,24,CENTRE-VAL-DE-LOIRE
1152,2015,43,3,157,0,594,5,0,18,53,BRETAGNE
1153,2015,43,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
1154,2015,43,3,2943,1429,4457,38,19,57,84,AUVERGNE-RHONE-ALPES
1155,2015,43,3,1416,0,3264,24,0,55,75,NOUVELLE-AQUITAINE
1156,2015,43,3,1240,0,2535,22,0,45,44,GRAND EST
1157,2015,42,3,3475,843,6107,69,16,122,93,PROVENCE-ALPES-COTE-D-AZUR
1158,2015,42,3,803,0,1916,22,0,52,52,PAYS-DE-LA-LOIRE
1159,2015,42,3,295,0,755,9,0,23,28,NORMANDIE
1160,2015,42,3,2235,407,4063,37,7,67,32,HAUTS-DE-FRANCE
1161,2015,42,3,1374,111,2637,24,2,46,76,OCCITANIE
1162,2015,42,3,4029,1295,6763,34,11,57,11,ILE-DE-FRANCE
1163,2015,42,3,265,63,467,83,20,146,94,CORSE
1164,2015,42,3,214,0,546,8,0,21,24,CENTRE-VAL-DE-LOIRE
1165,2015,42,3,132,0,499,4,0,15,53,BRETAGNE
1166,2015,42,3,117,0,348,4,0,12,27,BOURGOGNE-FRANCHE-COMTE
1167,2015,42,3,2468,1213,3723,32,16,48,84,AUVERGNE-RHONE-ALPES
1168,2015,42,3,2106,121,4091,35,2,68,75,NOUVELLE-AQUITAINE
1169,2015,42,3,1288,53,2523,23,1,45,44,GRAND EST
1170,2015,41,3,443,0,1079,9,0,22,93,PROVENCE-ALPES-COTE-D-AZUR
1171,2015,41,3,0,0,0,0,0,0,52,PAYS-DE-LA-LOIRE
1172,2015,41,3,64,0,228,2,0,7,28,NORMANDIE
1173,2015,41,3,1911,466,3356,31,7,55,32,HAUTS-DE-FRANCE
1174,2015,41,3,797,129,1465,14,2,26,76,OCCITANIE
1175,2015,41,3,3954,1258,6650,33,11,55,11,ILE-DE-FRANCE
1176,2015,41,3,228,55,401,71,17,125,94,CORSE
1177,2015,41,3,299,0,668,11,0,25,24,CENTRE-VAL-DE-LOIRE
1178,2015,41,3,129,0,472,4,0,14,53,BRETAGNE
1179,2015,41,3,660,0,1365,23,0,47,27,BOURGOGNE-FRANCHE-COMTE
1180,2015,41,3,2404,1050,3758,31,14,48,84,AUVERGNE-RHONE-ALPES
1181,2015,41,3,897,0,2039,15,0,34,75,NOUVELLE-AQUITAINE
1182,2015,41,3,1265,201,2329,22,3,41,44,GRAND EST
1183,2015,40,3,629,0,1368,13,0,28,93,PROVENCE-ALPES-COTE-D-AZUR
1184,2015,40,3,377,0,1250,10,0,34,52,PAYS-DE-LA-LOIRE
1185,2015,40,3,35,0,154,1,0,5,28,NORMANDIE
1186,2015,40,3,1483,58,2908,24,1,47,32,HAUTS-DE-FRANCE
1187,2015,40,3,806,0,1794,14,0,31,76,OCCITANIE
1188,2015,40,3,3075,1038,5112,26,9,43,11,ILE-DE-FRANCE
1189,2015,40,3,272,81,463,85,25,145,94,CORSE
1190,2015,40,3,868,143,1593,33,5,61,24,CENTRE-VAL-DE-LOIRE
1191,2015,40,3,158,0,551,5,0,17,53,BRETAGNE
1192,2015,40,3,469,0,2555,16,0,88,27,BOURGOGNE-FRANCHE-COMTE
1193,2015,40,3,2271,1049,3493,29,13,45,84,AUVERGNE-RHONE-ALPES
1194,2015,40,3,1529,0,3131,26,0,53,75,NOUVELLE-AQUITAINE
1195,2015,40,3,1295,64,2526,23,1,45,44,GRAND EST
1196,2015,39,3,597,0,1356,12,0,27,93,PROVENCE-ALPES-COTE-D-AZUR
1197,2015,39,3,151,0,703,4,0,19,52,PAYS-DE-LA-LOIRE
1198,2015,39,3,0,0,0,0,0,0,28,NORMANDIE
1199,2015,39,3,1086,0,2462,18,0,41,32,HAUTS-DE-FRANCE
1200,2015,39,3,184,0,456,3,0,8,76,OCCITANIE
1201,2015,39,3,2103,0,4245,18,0,36,11,ILE-DE-FRANCE
1202,2015,39,3,183,0,396,57,0,124,94,CORSE
1203,2015,39,3,672,0,1372,26,0,53,24,CENTRE-VAL-DE-LOIRE
1204,2015,39,3,185,0,582,6,0,18,53,BRETAGNE
1205,2015,39,3,513,25,1001,18,1,35,27,BOURGOGNE-FRANCHE-COMTE
1206,2015,39,3,2021,857,3185,26,11,41,84,AUVERGNE-RHONE-ALPES
1207,2015,39,3,374,0,1134,6,0,19,75,NOUVELLE-AQUITAINE
1208,2015,39,3,87,0,297,2,0,6,44,GRAND EST
1209,2015,38,3,1725,352,3098,34,7,61,93,PROVENCE-ALPES-COTE-D-AZUR
1210,2015,38,3,106,0,401,3,0,11,52,PAYS-DE-LA-LOIRE
1211,2015,38,3,322,0,953,9,0,28,28,NORMANDIE
1212,2015,38,3,352,0,1168,6,0,19,32,HAUTS-DE-FRANCE
1213,2015,38,3,56,0,190,1,0,3,76,OCCITANIE
1214,2015,38,3,2726,143,5309,23,1,45,11,ILE-DE-FRANCE
1215,2015,38,3,0,0,0,0,0,0,94,CORSE
1216,2015,38,3,526,11,1041,20,0,40,24,CENTRE-VAL-DE-LOIRE
1217,2015,38,3,348,0,1030,10,0,31,53,BRETAGNE
1218,2015,38,3,30,0,149,1,0,5,27,BOURGOGNE-FRANCHE-COMTE
1219,2015,38,3,911,236,1586,12,3,21,84,AUVERGNE-RHONE-ALPES
1220,2015,38,3,1418,0,3624,24,0,61,75,NOUVELLE-AQUITAINE
1221,2015,38,3,0,0,0,0,0,0,44,GRAND EST
1222,2015,37,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
1223,2015,37,3,949,0,1943,26,0,53,52,PAYS-DE-LA-LOIRE
1224,2015,37,3,0,0,0,0,0,0,28,NORMANDIE
1225,2015,37,3,334,0,1559,5,0,25,32,HAUTS-DE-FRANCE
1226,2015,37,3,0,0,0,0,0,0,76,OCCITANIE
1227,2015,37,3,1998,113,3883,17,1,33,11,ILE-DE-FRANCE
1228,2015,37,3,0,0,0,0,0,0,94,CORSE
1229,2015,37,3,104,0,310,4,0,12,24,CENTRE-VAL-DE-LOIRE
1230,2015,37,3,0,0,0,0,0,0,53,BRETAGNE
1231,2015,37,3,0,0,0,0,0,0,27,BOURGOGNE-FRANCHE-COMTE
1232,2015,37,3,612,11,1213,8,0,16,84,AUVERGNE-RHONE-ALPES
1233,2015,37,3,1194,0,2586,20,0,43,75,NOUVELLE-AQUITAINE
1234,2015,37,3,822,0,1820,15,0,33,44,GRAND EST
1235,2015,36,3,0,0,0,0,0,0,93,PROVENCE-ALPES-COTE-D-AZUR
